start,node,c,access,out_degree,dist_from_start,auth_fail_rate,remote_ratio,contribution_pct,rtt_cost_A_ms,rtt_cost_B_ms,rtt_cost_C_ms
0,172795,4,8,4,8,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,234,4,6,4,3,0.0,0.3333,0.0970638194612958,156.0,292.0,556.0
0,391888,4,8,4,3,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,15002,4,8,5,2,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,3960,4,8,5,3,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,59856,4,8,5,2,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,74522,4,8,4,3,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,246693,4,6,3,8,0.0,0.3333,0.0970638194612958,156.0,292.0,556.0
0,278451,4,8,2,6,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,119532,4,8,2,8,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,345650,4,8,5,5,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,388066,4,7,6,3,0.0,0.4286,0.0970638194612958,156.0,292.0,556.0
0,9777,4,8,5,4,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,376227,4,8,4,5,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,21378,4,8,4,2,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,242603,4,8,5,4,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,10350,4,8,5,7,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,238376,4,8,6,6,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,19314,4,8,5,8,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,158651,4,8,4,5,0.0,0.5,0.0970638194612958,156.0,292.0,556.0
0,edge_314525_319902,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_155581_155588,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_155586_216908,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_155588_216908,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_84143_178633,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_306750_344838,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_168277_176340,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_393092_393093,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_26576_26577,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_26577_26578,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_26578_26579,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_560_561,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_12469_399156,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_105668_132782,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_119529_119532,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,edge_161183_299783,4,0,0,-1,0.0,0.0,0.0970638194612958,156.0,292.0,556.0
0,1034,3,5,4,2,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,246985,3,6,3,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,1917,3,6,6,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,5290,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,84399,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,377876,3,6,5,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,edge_0_8,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,95822,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,113531,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,268843,3,6,3,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,15913,3,6,4,9,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,276746,3,6,1,9,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,155580,3,6,8,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,336867,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,276603,3,6,3,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,298077,3,6,3,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,41175,3,6,5,12,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,79185,3,6,5,13,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,6607,3,5,3,4,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,251712,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,34,3,5,7,2,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,358967,3,6,3,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,206937,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,96138,3,6,3,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,15416,3,5,4,10,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,1983,3,6,5,14,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,20076,3,6,2,16,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,176341,3,6,5,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,271708,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,280064,3,6,3,11,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,50,3,6,6,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,288961,3,6,2,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,360590,3,6,4,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,84590,3,6,4,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,52496,3,6,4,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,267103,3,6,4,12,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,234837,3,5,4,3,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,164441,3,6,3,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,393092,3,6,2,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,26576,3,6,3,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,edge_13806_26580,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,400,3,6,4,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,741,3,6,3,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,5164,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,2197,3,6,4,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,1056,3,6,5,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,371143,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,285259,3,6,3,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,235606,3,6,3,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,16267,3,6,3,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,401146,3,6,1,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,1784,3,3,4,5,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,400395,3,6,4,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,398147,3,6,3,8,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,401168,3,6,4,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,207587,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,2340,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,380770,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,14047,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,105667,3,6,3,10,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,334462,3,6,3,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,39647,3,6,3,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,143196,3,6,3,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,39640,3,6,4,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,235042,3,6,3,10,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,255557,3,6,3,3,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,6686,3,6,5,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,345651,3,6,3,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,345652,3,5,5,6,0.0,0.4,0.07279786459597185,117.0,219.0,417.0
0,378620,3,6,3,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,398379,3,6,3,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,371122,3,6,4,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,255556,3,6,3,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,98797,3,4,4,7,0.0,0.25,0.07279786459597185,117.0,219.0,417.0
0,201540,3,6,3,2,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,116137,3,6,5,7,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,19312,3,6,4,6,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,25538,3,6,4,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,156133,3,6,4,4,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,35567,3,6,5,5,0.0,0.5,0.07279786459597185,117.0,219.0,417.0
0,edge_314525_319905,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_319901_319902,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_314525_319900,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_1917_369684,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_5287_5290,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_174437_209836,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_120537_120538,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_2_6,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_49772_275922,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_155582_256394,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_155582_216908,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_155582_283487,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_155585_155588,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_1_3,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_3_34,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_251935_251936,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_20076_150431,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_340580_340581,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_10_1035,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_164441_234837,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_13806_28818,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_26580_30180,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_26578_30180,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_1058_2494,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_61_2494,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_35159_158178,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_280890_289183,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_235606_285259,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_399156_401145,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_1846_13617,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
0,edge_172794_172795,3,0,0,-1,0.0,0.0,0.07279786459597185,117.0,219.0,417.0
