start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct
3,286742,15,18,5,3,0.4666666666666667,0.17375188231205838
3,136581,15,14,3,2,0.5333333333333333,0.17375188231205838
3,168338,15,20,3,2,0.4666666666666667,0.17375188231205838
3,115536,15,16,4,2,0.4666666666666667,0.17375188231205838
3,115532,14,22,5,2,0.2857142857142857,0.1621684234912545
3,208815,14,21,6,3,0.21428571428571427,0.1621684234912545
3,edge_4955_378848,14,0,0,-1,0.42857142857142855,0.1621684234912545
3,edge_46_4955,14,0,0,-1,0.42857142857142855,0.1621684234912545
3,edge_4954_117580,14,0,0,-1,0.42857142857142855,0.1621684234912545
3,edge_4955_6501,14,0,0,-1,0.0,0.1621684234912545
3,44,13,25,13,2,0.15384615384615385,0.1505849646704506
3,46717,13,12,5,2,0.5384615384615384,0.1505849646704506
3,1521,13,15,8,2,0.46153846153846156,0.1505849646704506
3,1123,13,16,10,3,0.38461538461538464,0.1505849646704506
3,384458,13,8,3,4,0.6153846153846154,0.1505849646704506
3,edge_4955_93641,13,0,0,-1,0.46153846153846156,0.1505849646704506
3,edge_4954_186898,13,0,0,-1,0.0,0.1505849646704506
3,edge_4954_194717,13,0,0,-1,0.0,0.1505849646704506
3,357531,12,6,4,2,0.75,0.1390015058496467
3,1528,12,17,10,3,0.3333333333333333,0.1390015058496467
3,edge_4954_49294,12,0,0,-1,0.4166666666666667,0.1390015058496467
3,edge_117579_117581,12,0,0,-1,0.3333333333333333,0.1390015058496467
3,edge_4954_373297,11,0,0,-1,0.45454545454545453,0.12741804702884282
3,edge_4954_49292,11,0,0,-1,0.0,0.12741804702884282
3,edge_4954_84591,11,0,0,-1,0.0,0.12741804702884282
3,edge_4955_74223,11,0,0,-1,0.45454545454545453,0.12741804702884282
3,337155,11,6,5,2,0.45454545454545453,0.12741804702884282
3,186434,10,18,7,2,0.1,0.11583458820803892
3,340652,10,4,2,2,0.8,0.11583458820803892
3,edge_46_4954,10,0,0,-1,0.4,0.11583458820803892
3,278553,10,11,4,2,0.3,0.11583458820803892
3,edge_4954_115535,10,0,0,-1,0.0,0.11583458820803892
3,edge_4954_115532,10,0,0,-1,0.0,0.11583458820803892
