start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct
1,48481,3,6,4,3,0.0,0.31282586027111575
1,28673,3,2,2,4,0.6666666666666666,0.31282586027111575
1,edge_1_92739,3,0,0,-1,0.0,0.31282586027111575
1,92739,3,5,3,1,0.3333333333333333,0.31282586027111575
1,edge_1_173256,3,0,0,-1,0.0,0.31282586027111575
1,edge_21502_32476,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_22970,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_164373,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_5915,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_179100,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_12238,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_37774,3,0,0,-1,0.0,0.31282586027111575
1,49063,3,3,4,1,0.0,0.31282586027111575
1,edge_310870_311172,3,0,0,-1,0.0,0.31282586027111575
1,edge_147060_193731,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_320038_320039,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_92740,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_1_15432,3,0,0,-1,0.0,0.31282586027111575
1,edge_1_95874,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_40548_188108,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_194924_256333,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_1_16803,3,0,0,-1,0.3333333333333333,0.31282586027111575
1,edge_1_29998,3,0,0,-1,0.0,0.31282586027111575
1,edge_9335_229870,3,0,0,-1,0.0,0.31282586027111575
2,2,367,391,14,0,0.4141689373297003,35.76998050682261
2,16803,34,43,16,1,0.35294117647058826,3.313840155945419
2,edge_2_127771,31,0,0,-1,0.0,3.021442495126706
2,37678,30,36,17,1,0.4,2.9239766081871346
2,edge_2_93250,29,0,0,-1,0.0,2.8265107212475633
2,edge_2_75502,27,0,0,-1,0.37037037037037035,2.6315789473684212
2,33126,26,42,17,1,0.3076923076923077,2.53411306042885
2,edge_2_66305,24,0,0,-1,0.3333333333333333,2.3391812865497075
2,edge_2_6786,21,0,0,-1,0.3333333333333333,2.046783625730994
2,edge_0_2,19,0,0,-1,0.0,1.8518518518518519
2,0,18,25,9,1,0.3888888888888889,1.7543859649122806
2,edge_2_37678,15,0,0,-1,0.0,1.4619883040935673
2,edge_2_33126,15,0,0,-1,0.0,1.4619883040935673
2,edge_2_16803,15,0,0,-1,0.0,1.4619883040935673
2,edge_2_157374,14,0,0,-1,0.0,1.364522417153996
2,edge_2_23595,13,0,0,-1,0.3076923076923077,1.267056530214425
2,10078,12,16,7,2,0.4166666666666667,1.1695906432748537
2,369692,12,16,6,2,0.16666666666666666,1.1695906432748537
2,edge_2_97758,12,0,0,-1,0.4166666666666667,1.1695906432748537
2,93250,11,24,1,1,0.0,1.0721247563352827
2,127771,11,26,1,1,0.0,1.0721247563352827
2,10077,10,16,5,1,0.1,0.9746588693957114
2,edge_2_75213,10,0,0,-1,0.0,0.9746588693957114
2,edge_2_10077,10,0,0,-1,0.0,0.9746588693957114
2,369267,8,8,3,2,0.5,0.7797270955165692
2,23073,7,9,5,2,0.2857142857142857,0.682261208576998
2,74728,6,9,6,2,0.16666666666666666,0.5847953216374269
2,41345,6,2,3,2,0.6666666666666666,0.5847953216374269
2,157374,5,7,3,1,0.0,0.4873294346978557
2,313512,4,8,2,3,0.25,0.3898635477582846
2,edge_0_369692,4,0,0,-1,0.0,0.3898635477582846
2,146268,4,5,4,3,0.25,0.3898635477582846
2,142334,4,8,4,2,0.25,0.3898635477582846
2,75213,4,5,4,1,0.25,0.3898635477582846
2,edge_0_120044,4,0,0,-1,0.5,0.3898635477582846
2,276659,4,3,1,2,0.5,0.3898635477582846
2,edge_10078_237050,3,0,0,-1,0.3333333333333333,0.29239766081871343
2,edge_16803_17805,3,0,0,-1,0.0,0.29239766081871343
2,15824,3,2,2,5,0.6666666666666666,0.29239766081871343
2,edge_10077_25821,3,0,0,-1,0.3333333333333333,0.29239766081871343
2,edge_10077_10078,3,0,0,-1,0.0,0.29239766081871343
2,edge_37678_369267,3,0,0,-1,0.0,0.29239766081871343
2,edge_16803_276659,3,0,0,-1,0.0,0.29239766081871343
2,edge_75503_369692,3,0,0,-1,0.0,0.29239766081871343
3,3,180,267,10,0,0.16666666666666666,24.861878453038674
3,117331,32,45,7,1,0.3125,4.419889502762431
3,71407,26,42,15,1,0.34615384615384615,3.591160220994475
3,edge_3_58183,21,0,0,-1,0.3333333333333333,2.9005524861878453
3,18373,19,32,2,1,0.2631578947368421,2.6243093922651934
3,edge_3_71407,19,0,0,-1,0.0,2.6243093922651934
3,edge_3_18373,19,0,0,-1,0.0,2.6243093922651934
3,21946,16,21,9,1,0.4375,2.2099447513812156
3,edge_3_117331,16,0,0,-1,0.0,2.2099447513812156
3,edge_3_56565,16,0,0,-1,0.0,2.2099447513812156
3,10816,15,23,8,1,0.3333333333333333,2.0718232044198897
3,8808,14,19,10,2,0.2857142857142857,1.9337016574585635
3,edge_3_21946,13,0,0,-1,0.0,1.7955801104972375
3,edge_3_59273,13,0,0,-1,0.0,1.7955801104972375
3,15821,12,16,9,1,0.5,1.6574585635359116
3,edge_3_15821,12,0,0,-1,0.0,1.6574585635359116
3,edge_3_10816,12,0,0,-1,0.0,1.6574585635359116
3,edge_3_34140,11,0,0,-1,0.0,1.5193370165745856
3,59273,10,24,8,1,0.1,1.3812154696132597
3,56565,9,21,7,1,0.1111111111111111,1.2430939226519337
3,34140,8,12,7,1,0.25,1.1049723756906078
3,9912,7,10,5,2,0.2857142857142857,0.9668508287292817
3,edge_8808_18373,7,0,0,-1,0.0,0.9668508287292817
3,35874,6,8,4,3,0.5,0.8287292817679558
3,edge_101750_117331,6,0,0,-1,0.3333333333333333,0.8287292817679558
3,382103,4,6,2,2,0.25,0.5524861878453039
3,376192,4,8,2,4,0.0,0.5524861878453039
3,edge_117331_225616,4,0,0,-1,0.0,0.5524861878453039
3,edge_15821_117331,4,0,0,-1,0.0,0.5524861878453039
3,edge_7368_10816,4,0,0,-1,0.0,0.5524861878453039
3,edge_183380_376192,4,0,0,-1,0.25,0.5524861878453039
3,7368,3,8,2,2,0.0,0.4143646408839779
3,157889,3,6,2,3,0.0,0.4143646408839779
3,54246,3,4,3,2,0.3333333333333333,0.4143646408839779
3,180361,3,4,3,2,0.3333333333333333,0.4143646408839779
3,364212,3,4,3,2,0.3333333333333333,0.4143646408839779
3,363914,3,4,1,3,0.3333333333333333,0.4143646408839779
3,edge_22531_117331,3,0,0,-1,0.0,0.4143646408839779
3,edge_56565_119400,3,0,0,-1,0.0,0.4143646408839779
3,edge_71407_382103,3,0,0,-1,0.0,0.4143646408839779
3,edge_53611_382103,3,0,0,-1,0.0,0.4143646408839779
3,edge_33969_157889,3,0,0,-1,0.0,0.4143646408839779
3,13013,3,3,4,3,0.0,0.4143646408839779
3,edge_9912_363914,3,0,0,-1,0.0,0.4143646408839779
3,edge_8046_9912,3,0,0,-1,0.0,0.4143646408839779
