start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct
3,340652,10,4,2,2,0.8,1.0672358591248665
3,48,10,14,8,3,0.3,1.0672358591248665
3,49293,8,6,5,3,0.5,0.8537886872998933
3,158649,7,7,5,4,0.42857142857142855,0.7470651013874067
3,176074,7,8,3,2,0.42857142857142855,0.7470651013874067
3,72702,6,12,4,3,0.0,0.6403415154749199
3,186434,5,8,3,2,0.2,0.5336179295624333
3,381518,5,10,3,3,0.2,0.5336179295624333
3,136581,5,6,3,2,0.4,0.5336179295624333
3,238604,5,4,3,4,0.6,0.5336179295624333
3,edge_139485_186434,5,0,0,-1,0.6,0.5336179295624333
3,edge_72701_72702,5,0,0,-1,0.4,0.5336179295624333
3,371143,4,6,4,2,0.25,0.42689434364994666
3,384078,4,6,4,2,0.0,0.42689434364994666
3,384076,4,6,3,3,0.25,0.42689434364994666
3,90,4,2,3,4,0.75,0.42689434364994666
3,5164,4,8,4,2,0.0,0.42689434364994666
3,261168,4,4,2,4,0.5,0.42689434364994666
3,30433,4,3,4,3,0.5,0.42689434364994666
3,edge_4955_378848,4,0,0,-1,0.25,0.42689434364994666
3,edge_4954_186434,4,0,0,-1,0.0,0.42689434364994666
3,edge_4954_60856,4,0,0,-1,0.5,0.42689434364994666
3,edge_46_381518,4,0,0,-1,0.5,0.42689434364994666
3,edge_342833_381516,4,0,0,-1,0.5,0.42689434364994666
3,384077,3,4,2,2,0.3333333333333333,0.32017075773745995
3,293764,3,8,4,2,0.0,0.32017075773745995
3,edge_382714_384078,3,0,0,-1,0.3333333333333333,0.32017075773745995
3,edge_4954_335902,3,0,0,-1,0.3333333333333333,0.32017075773745995
3,edge_173_4955,3,0,0,-1,0.3333333333333333,0.32017075773745995
3,edge_286742_373052,3,0,0,-1,0.6666666666666666,0.32017075773745995
3,edge_381516_381518,3,0,0,-1,0.0,0.32017075773745995
3,edge_384076_384079,3,0,0,-1,0.3333333333333333,0.32017075773745995
3,edge_4954_248263,3,0,0,-1,0.3333333333333333,0.32017075773745995
3,edge_4954_49294,3,0,0,-1,0.6666666666666666,0.32017075773745995
3,edge_72702_136581,3,0,0,-1,0.0,0.32017075773745995
4,4,255,315,126,0,0.24313725490196078,22.058823529411764
4,7669,14,14,5,1,0.5,1.2110726643598615
4,236205,14,18,4,2,0.35714285714285715,1.2110726643598615
4,126357,13,15,4,1,0.38461538461538464,1.1245674740484428
4,325019,12,16,4,1,0.4166666666666667,1.0380622837370241
4,2342,12,11,7,3,0.5,1.0380622837370241
4,748,10,5,4,2,0.7,0.8650519031141869
4,239647,10,17,6,2,0.0,0.8650519031141869
4,166,10,14,8,2,0.4,0.8650519031141869
4,54,10,8,7,2,0.5,0.8650519031141869
4,258524,10,8,4,3,0.6,0.8650519031141869
4,137604,9,10,6,1,0.4444444444444444,0.7785467128027682
4,69975,9,15,7,2,0.2222222222222222,0.7785467128027682
4,1032,9,6,5,2,0.6666666666666666,0.7785467128027682
4,226367,9,6,2,1,0.6666666666666666,0.7785467128027682
4,270370,9,10,3,4,0.5555555555555556,0.7785467128027682
4,1202,8,10,5,1,0.5,0.6920415224913494
4,370163,8,6,3,1,0.625,0.6920415224913494
4,46370,7,10,4,1,0.14285714285714285,0.6055363321799307
4,371143,7,8,4,1,0.5714285714285714,0.6055363321799307
4,51,7,10,7,3,0.2857142857142857,0.6055363321799307
4,382978,7,8,3,2,0.2857142857142857,0.6055363321799307
4,12456,7,6,4,1,0.5714285714285714,0.6055363321799307
4,edge_4_42703,7,0,0,-1,0.42857142857142855,0.6055363321799307
4,edge_270368_270370,7,0,0,-1,0.5714285714285714,0.6055363321799307
4,325020,6,10,3,1,0.16666666666666666,0.5190311418685121
4,89,6,6,6,2,0.3333333333333333,0.5190311418685121
4,84704,6,8,5,2,0.16666666666666666,0.5190311418685121
4,71600,6,4,3,2,0.6666666666666666,0.5190311418685121
4,edge_4_217943,6,0,0,-1,0.3333333333333333,0.5190311418685121
4,360491,6,4,3,1,0.3333333333333333,0.5190311418685121
4,edge_42705_126357,6,0,0,-1,0.5,0.5190311418685121
4,10228,5,5,4,2,0.4,0.43252595155709345
4,363364,5,6,2,3,0.4,0.43252595155709345
4,48,5,9,6,2,0.2,0.43252595155709345
4,4957,5,10,5,1,0.0,0.43252595155709345
4,217942,5,8,4,1,0.2,0.43252595155709345
4,85706,5,6,5,2,0.4,0.43252595155709345
4,184260,5,6,2,4,0.4,0.43252595155709345
4,343513,5,6,1,5,0.4,0.43252595155709345
4,53,5,4,5,2,0.2,0.43252595155709345
4,edge_112_236205,5,0,0,-1,0.4,0.43252595155709345
4,edge_4_126357,5,0,0,-1,0.0,0.43252595155709345
4,edge_4_58,5,0,0,-1,0.6,0.43252595155709345
4,edge_46370_119936,4,0,0,-1,0.5,0.3460207612456747
4,edge_4_48942,4,0,0,-1,0.5,0.3460207612456747
4,1519,4,2,3,1,0.75,0.3460207612456747
4,11600,4,9,3,3,0.0,0.3460207612456747
4,34396,4,2,1,2,0.75,0.3460207612456747
4,92,4,1,2,2,0.75,0.3460207612456747
4,217940,4,6,4,2,0.25,0.3460207612456747
4,146196,4,6,3,3,0.25,0.3460207612456747
4,85708,4,6,4,1,0.25,0.3460207612456747
4,186390,4,6,3,4,0.25,0.3460207612456747
4,186388,4,6,4,5,0.25,0.3460207612456747
4,edge_4_331048,4,0,0,-1,0.5,0.3460207612456747
4,184262,4,6,4,3,0.25,0.3460207612456747
4,edge_4_197725,4,0,0,-1,0.0,0.3460207612456747
4,edge_325019_325020,4,0,0,-1,0.0,0.3460207612456747
4,edge_4_360491,4,0,0,-1,0.0,0.3460207612456747
4,edge_4_7669,4,0,0,-1,0.0,0.3460207612456747
4,edge_226367_236205,4,0,0,-1,0.0,0.3460207612456747
4,edge_108_236205,4,0,0,-1,0.25,0.3460207612456747
4,edge_4_348520,4,0,0,-1,0.5,0.3460207612456747
4,edge_4_213753,4,0,0,-1,0.5,0.3460207612456747
4,edge_270370_343513,4,0,0,-1,0.0,0.3460207612456747
4,edge_4_7494,3,0,0,-1,0.0,0.25951557093425603
4,360244,3,3,3,1,0.3333333333333333,0.25951557093425603
4,9997,3,8,4,1,0.0,0.25951557093425603
4,edge_4_282460,3,0,0,-1,0.0,0.25951557093425603
4,edge_197725_239647,3,0,0,-1,0.0,0.25951557093425603
4,239646,3,2,1,3,0.6666666666666666,0.25951557093425603
4,123266,3,2,2,2,0.6666666666666666,0.25951557093425603
4,211155,3,6,5,5,0.0,0.25951557093425603
4,197188,3,4,4,1,0.3333333333333333,0.25951557093425603
4,17965,3,2,2,2,0.6666666666666666,0.25951557093425603
4,309176,3,4,3,1,0.3333333333333333,0.25951557093425603
4,378848,3,3,2,1,0.3333333333333333,0.25951557093425603
4,edge_4_325019,3,0,0,-1,0.0,0.25951557093425603
4,358253,3,1,2,2,0.6666666666666666,0.25951557093425603
4,edge_358253_363364,3,0,0,-1,0.0,0.25951557093425603
4,edge_371143_381518,3,0,0,-1,0.3333333333333333,0.25951557093425603
4,edge_39898_69975,3,0,0,-1,0.3333333333333333,0.25951557093425603
4,edge_325018_325020,3,0,0,-1,0.0,0.25951557093425603
4,edge_53_11600,3,0,0,-1,0.0,0.25951557093425603
4,edge_4_217942,3,0,0,-1,0.0,0.25951557093425603
4,edge_4_4957,3,0,0,-1,0.0,0.25951557093425603
4,edge_4_204167,3,0,0,-1,0.3333333333333333,0.25951557093425603
4,edge_146196_321300,3,0,0,-1,0.3333333333333333,0.25951557093425603
4,edge_4_351245,3,0,0,-1,0.0,0.25951557093425603
4,edge_4_370163,3,0,0,-1,0.0,0.25951557093425603
4,edge_84704_387891,3,0,0,-1,0.3333333333333333,0.25951557093425603
4,edge_4_59,3,0,0,-1,0.0,0.25951557093425603
4,edge_376451_382978,3,0,0,-1,0.0,0.25951557093425603
4,edge_184260_184262,3,0,0,-1,0.0,0.25951557093425603
