start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct,lru_hits,lru_miss,lru_lookups,lru_hit_rate,is_lru_blind
0,386544,17,34,3,2,0.0,0.14291719209751996,5,4,9,0.5555555555555556,0
0,2,17,34,14,1,0.0,0.14291719209751996,8,6,14,0.5714285714285714,0
0,edge_0_124002,17,0,0,-1,0.0,0.14291719209751996,0,3,3,0.0,1
0,edge_0_1,17,0,0,-1,0.0,0.14291719209751996,11,5,16,0.6875,0
0,edge_360229_384120,17,0,0,-1,0.0,0.14291719209751996,0,0,0,0.0,0
0,395,16,30,12,14,0.0,0.13451029844472467,0,0,0,0.0,0
0,189625,16,16,18,8,0.0,0.13451029844472467,0,0,0,0.0,0
0,78702,15,30,14,2,0.0,0.12610340479192939,0,1,1,0.0,1
0,edge_0_23073,15,0,0,-1,0.0,0.12610340479192939,4,4,8,0.5,0
0,edge_0_33971,15,0,0,-1,0.0,0.12610340479192939,2,3,5,0.4,0
0,edge_0_413808,15,0,0,-1,0.0,0.12610340479192939,1,4,5,0.2,0
0,edge_274042_413808,15,0,0,-1,0.0,0.12610340479192939,4,3,7,0.5714285714285714,0
0,edge_233947_253875,15,0,0,-1,0.0,0.12610340479192939,0,0,0,0.0,0
0,360948,14,22,3,2,0.0,0.1176965111391341,6,3,9,0.6666666666666666,0
0,33834,14,27,12,20,0.0,0.1176965111391341,0,0,0,0.0,0
0,360229,14,28,2,9,0.0,0.1176965111391341,0,0,0,0.0,0
0,303148,14,26,6,4,0.0,0.1176965111391341,0,0,0,0.0,0
0,35367,13,28,13,2,0.0,0.1092896174863388,5,4,9,0.5555555555555556,0
0,102805,13,26,10,2,0.0,0.1092896174863388,3,3,6,0.5,0
0,14652,13,24,16,2,0.0,0.1092896174863388,0,2,2,0.0,1
0,422126,13,26,2,7,0.0,0.1092896174863388,0,0,0,0.0,0
0,3992,13,26,17,3,0.0,0.1092896174863388,0,1,1,0.0,1
0,976,13,26,13,8,0.0,0.1092896174863388,0,0,0,0.0,0
0,162643,13,26,8,2,0.0,0.1092896174863388,0,0,0,0.0,0
0,118961,13,21,6,5,0.0,0.1092896174863388,0,0,0,0.0,0
0,edge_0_101215,13,0,0,-1,0.0,0.1092896174863388,5,5,10,0.5,0
0,edge_31607_253875,13,0,0,-1,0.0,0.1092896174863388,0,0,0,0.0,0
0,250519,12,24,12,2,0.0,0.1008827238335435,1,2,3,0.3333333333333333,0
0,92218,12,22,16,2,0.0,0.1008827238335435,1,3,4,0.25,0
0,175977,12,24,2,5,0.0,0.1008827238335435,0,0,0,0.0,0
0,232981,12,23,9,9,0.0,0.1008827238335435,0,0,0,0.0,0
0,84203,12,12,6,2,0.0,0.1008827238335435,2,4,6,0.3333333333333333,0
0,147255,11,22,6,2,0.0,0.09247583018074822,0,3,3,0.0,1
0,48610,11,22,9,13,0.0,0.09247583018074822,0,0,0,0.0,0
0,287903,11,20,9,2,0.0,0.09247583018074822,1,2,3,0.3333333333333333,0
0,19689,11,20,10,2,0.0,0.09247583018074822,0,2,2,0.0,1
0,10601,11,18,12,13,0.0,0.09247583018074822,0,0,0,0.0,0
0,42625,11,22,7,4,0.0,0.09247583018074822,0,0,0,0.0,0
0,21466,11,20,12,14,0.0,0.09247583018074822,0,0,0,0.0,0
0,49686,11,18,4,3,0.0,0.09247583018074822,0,0,0,0.0,0
0,172449,11,22,7,4,0.0,0.09247583018074822,0,0,0,0.0,0
0,edge_0_33043,11,0,0,-1,0.0,0.09247583018074822,1,4,5,0.2,0
0,edge_360948_386544,11,0,0,-1,0.0,0.09247583018074822,2,3,5,0.4,0
0,edge_209900_369692,11,0,0,-1,0.0,0.09247583018074822,3,4,7,0.42857142857142855,0
0,edge_420575_422126,11,0,0,-1,0.0,0.09247583018074822,0,0,0,0.0,0
0,edge_97061_384120,11,0,0,-1,0.0,0.09247583018074822,0,0,0,0.0,0
0,edge_360230_403703,11,0,0,-1,0.0,0.09247583018074822,0,0,0,0.0,0
0,79071,10,19,15,2,0.0,0.08406893652795293,1,4,5,0.2,0
0,271951,10,20,6,2,0.0,0.08406893652795293,1,3,4,0.25,0
0,edge_124002_360948,10,0,0,-1,0.0,0.08406893652795293,5,3,8,0.625,0
0,22862,10,20,8,4,0.0,0.08406893652795293,0,0,0,0.0,0
0,edge_123880_369692,10,0,0,-1,0.0,0.08406893652795293,0,4,4,0.0,1
0,243604,10,20,8,6,0.0,0.08406893652795293,0,0,0,0.0,0
0,68686,10,20,9,19,0.0,0.08406893652795293,0,0,0,0.0,0
0,44724,10,19,11,2,0.0,0.08406893652795293,1,2,3,0.3333333333333333,0
0,4519,10,20,10,1,0.0,0.08406893652795293,5,5,10,0.5,0
0,209900,10,22,3,2,0.0,0.08406893652795293,3,4,7,0.42857142857142855,0
0,164261,10,19,8,3,0.0,0.08406893652795293,0,0,0,0.0,0
0,292483,10,20,3,19,0.0,0.08406893652795293,0,0,0,0.0,0
0,144901,10,20,8,3,0.0,0.08406893652795293,0,0,0,0.0,0
0,94214,10,20,12,14,0.0,0.08406893652795293,0,0,0,0.0,0
0,13358,10,20,7,4,0.0,0.08406893652795293,0,0,0,0.0,0
0,243469,10,20,5,2,0.0,0.08406893652795293,11,3,14,0.7857142857142857,0
0,32503,10,16,4,18,0.0,0.08406893652795293,0,0,0,0.0,0
0,417206,10,18,7,7,0.0,0.08406893652795293,0,0,0,0.0,0
0,403703,10,16,2,9,0.0,0.08406893652795293,0,0,0,0.0,0
0,33043,10,11,9,1,0.0,0.08406893652795293,1,4,5,0.2,0
0,edge_274042_369692,10,0,0,-1,0.0,0.08406893652795293,3,3,6,0.5,0
0,edge_50608_52260,10,0,0,-1,0.0,0.08406893652795293,0,0,0,0.0,0
0,edge_120044_206567,10,0,0,-1,0.0,0.08406893652795293,0,4,4,0.0,1
0,268495,10,11,9,7,0.0,0.08406893652795293,0,0,0,0.0,0
0,103472,9,16,9,7,0.0,0.07566204287515763,0,1,1,0.0,1
0,293046,9,18,4,7,0.0,0.07566204287515763,0,0,0,0.0,0
0,121262,9,18,3,6,0.0,0.07566204287515763,0,0,0,0.0,0
0,106561,9,17,9,6,0.0,0.07566204287515763,0,0,0,0.0,0
0,191531,9,19,7,13,0.0,0.07566204287515763,0,0,0,0.0,0
0,334360,9,18,7,3,0.0,0.07566204287515763,1,1,2,0.5,0
0,233898,9,18,5,19,0.0,0.07566204287515763,0,0,0,0.0,0
0,55755,9,18,13,3,0.0,0.07566204287515763,0,0,0,0.0,0
0,32254,9,18,10,7,0.0,0.07566204287515763,0,0,0,0.0,0
0,211446,9,18,6,15,0.0,0.07566204287515763,0,0,0,0.0,0
0,237991,9,17,8,14,0.0,0.07566204287515763,0,0,0,0.0,0
0,233947,9,18,2,5,0.0,0.07566204287515763,0,0,0,0.0,0
0,4116,9,17,10,3,0.0,0.07566204287515763,0,0,0,0.0,0
0,29934,9,18,8,17,0.0,0.07566204287515763,0,0,0,0.0,0
0,114634,9,17,9,6,0.0,0.07566204287515763,0,0,0,0.0,0
0,edge_83136_83428,9,0,0,-1,0.0,0.07566204287515763,0,0,0,0.0,0
0,edge_123880_125170,9,0,0,-1,0.0,0.07566204287515763,5,3,8,0.625,0
0,edge_0_75503,9,0,0,-1,0.0,0.07566204287515763,1,5,6,0.16666666666666666,0
0,edge_233900_292483,9,0,0,-1,0.0,0.07566204287515763,0,0,0,0.0,0
0,edge_248691_251290,9,0,0,-1,0.0,0.07566204287515763,0,0,0,0.0,0
0,edge_49686_302463,9,0,0,-1,0.0,0.07566204287515763,0,0,0,0.0,0
0,79494,8,16,9,2,0.0,0.06725514922236234,1,2,3,0.3333333333333333,0
0,80892,8,16,8,10,0.0,0.06725514922236234,0,0,0,0.0,0
0,110291,8,13,9,5,0.0,0.06725514922236234,0,0,0,0.0,0
0,161140,8,15,10,2,0.0,0.06725514922236234,0,1,1,0.0,1
0,20301,8,15,9,5,0.0,0.06725514922236234,0,0,0,0.0,0
0,79544,8,16,3,8,0.0,0.06725514922236234,0,0,0,0.0,0
0,375413,8,16,3,2,0.0,0.06725514922236234,3,4,7,0.42857142857142855,0
0,50608,8,16,2,6,0.0,0.06725514922236234,0,0,0,0.0,0
0,145389,8,16,9,11,0.0,0.06725514922236234,0,0,0,0.0,0
0,194924,8,16,8,2,0.0,0.06725514922236234,0,0,0,0.0,0
0,53290,8,16,7,5,0.0,0.06725514922236234,0,0,0,0.0,0
0,120055,8,16,4,4,0.0,0.06725514922236234,0,0,0,0.0,0
0,12745,8,16,8,6,0.0,0.06725514922236234,0,0,0,0.0,0
0,252294,8,15,5,15,0.0,0.06725514922236234,0,0,0,0.0,0
0,98869,8,16,4,3,0.0,0.06725514922236234,0,0,0,0.0,0
0,258443,8,13,8,8,0.0,0.06725514922236234,0,0,0,0.0,0
0,167171,8,15,9,17,0.0,0.06725514922236234,0,0,0,0.0,0
0,360230,8,16,3,9,0.0,0.06725514922236234,0,0,0,0.0,0
0,106318,8,12,2,9,0.0,0.06725514922236234,0,0,0,0.0,0
0,302463,8,16,2,4,0.0,0.06725514922236234,0,0,0,0.0,0
0,269580,8,16,6,7,0.0,0.06725514922236234,0,0,0,0.0,0
0,220619,8,15,6,23,0.0,0.06725514922236234,0,0,0,0.0,0
0,92231,8,16,8,31,0.0,0.06725514922236234,0,0,0,0.0,0
0,97182,8,16,2,51,0.0,0.06725514922236234,0,0,0,0.0,0
0,198166,8,16,5,11,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_75503_123880,8,0,0,-1,0.0,0.06725514922236234,2,3,5,0.4,0
0,edge_121262_139877,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,120039,8,9,7,2,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_274042_339527,8,0,0,-1,0.0,0.06725514922236234,5,3,8,0.625,0
0,edge_75503_283834,8,0,0,-1,0.0,0.06725514922236234,4,3,7,0.5714285714285714,0
0,edge_292483_310564,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_19193_23675,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_175977_175978,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_121614_243469,8,0,0,-1,0.0,0.06725514922236234,10,4,14,0.7142857142857143,0
0,edge_256503_360230,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,256503,8,8,3,9,0.0,0.06725514922236234,0,0,0,0.0,0
0,edge_97061_360229,8,0,0,-1,0.0,0.06725514922236234,0,0,0,0.0,0
0,90483,7,14,6,7,0.0,0.05884825556956705,0,0,0,0.0,0
0,183636,7,13,9,3,0.0,0.05884825556956705,1,2,3,0.3333333333333333,0
0,66969,7,14,2,10,0.0,0.05884825556956705,0,0,0,0.0,0
0,375412,7,14,3,2,0.0,0.05884825556956705,4,4,8,0.5,0
0,65390,7,14,8,2,0.0,0.05884825556956705,7,4,11,0.6363636363636364,0
0,410410,7,14,3,3,0.0,0.05884825556956705,0,1,1,0.0,1
0,74206,7,13,8,12,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_75503_254939,7,0,0,-1,0.0,0.05884825556956705,5,4,9,0.5555555555555556,0
0,59872,7,14,6,12,0.0,0.05884825556956705,0,0,0,0.0,0
0,54559,7,14,10,5,0.0,0.05884825556956705,0,0,0,0.0,0
0,240352,7,14,5,10,0.0,0.05884825556956705,0,0,0,0.0,0
0,31014,7,14,9,8,0.0,0.05884825556956705,0,0,0,0.0,0
0,103461,7,13,9,9,0.0,0.05884825556956705,0,0,0,0.0,0
0,408752,7,14,4,14,0.0,0.05884825556956705,0,0,0,0.0,0
0,420575,7,14,2,7,0.0,0.05884825556956705,0,0,0,0.0,0
0,250065,7,14,5,18,0.0,0.05884825556956705,0,0,0,0.0,0
0,283834,7,16,2,2,0.0,0.05884825556956705,4,3,7,0.5714285714285714,0
0,91552,7,14,8,6,0.0,0.05884825556956705,0,0,0,0.0,0
0,281499,7,14,6,14,0.0,0.05884825556956705,0,0,0,0.0,0
0,33403,7,13,9,5,0.0,0.05884825556956705,0,1,1,0.0,1
0,19196,7,13,8,3,0.0,0.05884825556956705,0,1,1,0.0,1
0,26059,7,12,9,14,0.0,0.05884825556956705,0,0,0,0.0,0
0,325936,7,12,7,9,0.0,0.05884825556956705,0,0,0,0.0,0
0,56422,7,14,7,8,0.0,0.05884825556956705,0,0,0,0.0,0
0,256258,7,14,3,3,0.0,0.05884825556956705,0,1,1,0.0,1
0,185939,7,14,5,3,0.0,0.05884825556956705,0,0,0,0.0,0
0,78778,7,14,5,8,0.0,0.05884825556956705,0,0,0,0.0,0
0,83844,7,14,5,10,0.0,0.05884825556956705,0,0,0,0.0,0
0,327256,7,14,7,18,0.0,0.05884825556956705,0,0,0,0.0,0
0,251290,7,14,2,9,0.0,0.05884825556956705,0,0,0,0.0,0
0,345786,7,13,4,8,0.0,0.05884825556956705,0,0,0,0.0,0
0,241173,7,14,5,8,0.0,0.05884825556956705,0,0,0,0.0,0
0,29930,7,14,8,3,0.0,0.05884825556956705,0,0,0,0.0,0
0,49613,7,11,7,3,0.0,0.05884825556956705,0,0,0,0.0,0
0,60389,7,14,2,4,0.0,0.05884825556956705,0,0,0,0.0,0
0,83428,7,9,2,19,0.0,0.05884825556956705,0,0,0,0.0,0
0,6722,7,14,7,21,0.0,0.05884825556956705,0,0,0,0.0,0
0,104333,7,14,9,26,0.0,0.05884825556956705,0,0,0,0.0,0
0,188711,7,11,3,33,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_121614_124002,7,0,0,-1,0.0,0.05884825556956705,3,3,6,0.5,0
0,edge_121614_271951,7,0,0,-1,0.0,0.05884825556956705,0,2,2,0.0,1
0,edge_124002_386544,7,0,0,-1,0.0,0.05884825556956705,3,2,5,0.6,0
0,edge_0_4519,7,0,0,-1,0.0,0.05884825556956705,0,4,4,0.0,1
0,edge_274042_283834,7,0,0,-1,0.0,0.05884825556956705,4,3,7,0.5714285714285714,0
0,edge_75503_413808,7,0,0,-1,0.0,0.05884825556956705,7,3,10,0.7,0
0,edge_75503_401379,7,0,0,-1,0.0,0.05884825556956705,6,4,10,0.6,0
0,193437,7,9,7,6,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_164448_422126,7,0,0,-1,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_233898_233900,7,0,0,-1,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_102805_108891,7,0,0,-1,0.0,0.05884825556956705,0,1,1,0.0,1
0,edge_120055_175977,7,0,0,-1,0.0,0.05884825556956705,0,0,0,0.0,0
0,238579,7,8,4,14,0.0,0.05884825556956705,0,0,0,0.0,0
0,12225,7,7,7,3,0.0,0.05884825556956705,3,3,6,0.5,0
0,edge_147255_256258,7,0,0,-1,0.0,0.05884825556956705,0,1,1,0.0,1
0,31607,7,7,3,4,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_32502_32503,7,0,0,-1,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_123880_254939,7,0,0,-1,0.0,0.05884825556956705,2,3,5,0.4,0
0,73001,7,7,7,9,0.0,0.05884825556956705,0,0,0,0.0,0
0,edge_124002_206567,7,0,0,-1,0.0,0.05884825556956705,1,2,3,0.3333333333333333,0
0,153587,7,7,10,7,0.0,0.05884825556956705,0,0,0,0.0,0
0,238991,7,7,9,3,0.0,0.05884825556956705,7,3,10,0.7,0
0,261606,6,11,4,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,131037,6,12,5,12,0.0,0.05044136191677175,0,0,0,0.0,0
0,105237,6,12,5,5,0.0,0.05044136191677175,0,0,0,0.0,0
0,27466,6,11,7,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,379674,6,10,5,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,281367,6,12,3,19,0.0,0.05044136191677175,0,0,0,0.0,0
0,121621,6,12,5,18,0.0,0.05044136191677175,0,0,0,0.0,0
0,45852,6,12,7,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,319609,6,10,7,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,50034,6,12,10,2,0.0,0.05044136191677175,0,1,1,0.0,1
0,103354,6,12,6,2,0.0,0.05044136191677175,0,0,0,0.0,0
0,241354,6,12,3,2,0.0,0.05044136191677175,0,1,1,0.0,1
0,315206,6,12,3,4,0.0,0.05044136191677175,0,0,0,0.0,0
0,70304,6,12,5,7,0.0,0.05044136191677175,0,0,0,0.0,0
0,141364,6,10,3,7,0.0,0.05044136191677175,0,0,0,0.0,0
0,94749,6,11,8,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,254939,6,7,2,2,0.0,0.05044136191677175,2,5,7,0.2857142857142857,0
0,53611,6,12,8,2,0.0,0.05044136191677175,0,1,1,0.0,1
0,2165,6,12,7,12,0.0,0.05044136191677175,0,0,0,0.0,0
0,52049,6,10,6,23,0.0,0.05044136191677175,0,0,0,0.0,0
0,49181,6,11,8,24,0.0,0.05044136191677175,0,0,0,0.0,0
0,346600,6,12,4,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,331468,6,12,3,4,0.0,0.05044136191677175,0,0,0,0.0,0
0,58644,6,11,7,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,275761,6,10,3,4,0.0,0.05044136191677175,0,0,0,0.0,0
0,80743,6,11,8,2,0.0,0.05044136191677175,0,1,1,0.0,1
0,359680,6,12,6,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,114201,6,12,6,9,0.0,0.05044136191677175,0,0,0,0.0,0
0,60491,6,12,6,11,0.0,0.05044136191677175,0,0,0,0.0,0
0,270659,6,14,4,3,0.0,0.05044136191677175,2,1,3,0.6666666666666666,0
0,345294,6,11,6,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,42329,6,12,4,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,21209,6,12,7,5,0.0,0.05044136191677175,0,0,0,0.0,0
0,164448,6,12,3,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,308943,6,12,7,15,0.0,0.05044136191677175,0,0,0,0.0,0
0,270884,6,12,5,7,0.0,0.05044136191677175,0,0,0,0.0,0
0,34807,6,12,12,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,87278,6,12,5,16,0.0,0.05044136191677175,0,0,0,0.0,0
0,73986,6,12,7,13,0.0,0.05044136191677175,0,0,0,0.0,0
0,36918,6,9,8,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_233900_385508,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,310564,6,12,3,19,0.0,0.05044136191677175,0,0,0,0.0,0
0,174298,6,12,3,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,166176,6,12,3,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,253946,6,12,6,17,0.0,0.05044136191677175,0,0,0,0.0,0
0,49362,6,11,8,16,0.0,0.05044136191677175,0,0,0,0.0,0
0,55854,6,12,8,11,0.0,0.05044136191677175,0,0,0,0.0,0
0,19193,6,12,1,17,0.0,0.05044136191677175,0,0,0,0.0,0
0,69836,6,12,2,5,0.0,0.05044136191677175,0,0,0,0.0,0
0,199624,6,12,7,5,0.0,0.05044136191677175,0,0,0,0.0,0
0,76126,6,11,6,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,113157,6,12,3,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,130069,6,12,4,10,0.0,0.05044136191677175,0,0,0,0.0,0
0,113907,6,12,5,14,0.0,0.05044136191677175,0,0,0,0.0,0
0,199365,6,12,5,3,0.0,0.05044136191677175,0,1,1,0.0,1
0,161584,6,12,5,2,0.0,0.05044136191677175,1,2,3,0.3333333333333333,0
0,6786,6,12,8,3,0.0,0.05044136191677175,0,0,0,0.0,0
0,13214,6,11,6,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,93781,6,12,7,3,0.0,0.05044136191677175,0,1,1,0.0,1
0,332036,6,12,2,4,0.0,0.05044136191677175,0,0,0,0.0,0
0,40876,6,12,4,7,0.0,0.05044136191677175,0,0,0,0.0,0
0,205929,6,12,5,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,205007,6,12,2,8,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_97061_403703,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,128257,6,12,3,9,0.0,0.05044136191677175,0,0,0,0.0,0
0,322344,6,11,4,6,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_49686_293442,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,23429,6,12,6,4,0.0,0.05044136191677175,0,0,0,0.0,0
0,162238,6,12,6,7,0.0,0.05044136191677175,0,0,0,0.0,0
0,206147,6,12,6,37,0.0,0.05044136191677175,0,0,0,0.0,0
0,289826,6,12,6,43,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_101215_375412,6,0,0,-1,0.0,0.05044136191677175,3,3,6,0.5,0
0,edge_121614_121615,6,0,0,-1,0.0,0.05044136191677175,1,1,2,0.5,0
0,edge_244737_360948,6,0,0,-1,0.0,0.05044136191677175,3,2,5,0.6,0
0,edge_124002_244737,6,0,0,-1,0.0,0.05044136191677175,10,4,14,0.7142857142857143,0
0,edge_244737_386544,6,0,0,-1,0.0,0.05044136191677175,5,3,8,0.625,0
0,edge_124002_147255,6,0,0,-1,0.0,0.05044136191677175,1,2,3,0.3333333333333333,0
0,edge_105237_121262,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,90169,6,7,7,5,0.0,0.05044136191677175,0,1,1,0.0,1
0,edge_35367_274042,6,0,0,-1,0.0,0.05044136191677175,0,4,4,0.0,1
0,edge_12600_66969,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_48610_223093,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_65390_101215,6,0,0,-1,0.0,0.05044136191677175,4,3,7,0.5714285714285714,0
0,edge_375412_375413,6,0,0,-1,0.0,0.05044136191677175,4,4,8,0.5,0
0,edge_65390_375413,6,0,0,-1,0.0,0.05044136191677175,0,3,3,0.0,1
0,edge_23073_274042,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_75503_369692,6,0,0,-1,0.0,0.05044136191677175,0,1,1,0.0,1
0,edge_75322_84203,6,0,0,-1,0.0,0.05044136191677175,2,2,4,0.5,0
0,41345,6,6,6,3,0.0,0.05044136191677175,0,1,1,0.0,1
0,edge_270659_406312,6,0,0,-1,0.0,0.05044136191677175,3,1,4,0.75,0
0,edge_164448_420575,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_395_182400,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,211447,6,6,7,15,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_118961_241671,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_415852_425068,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_205929_211364,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_205007_211364,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_97061_106318,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_49686_303148,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_363914_369220,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,edge_97182_97183,6,0,0,-1,0.0,0.05044136191677175,0,0,0,0.0,0
0,86188,5,10,5,13,0.0,0.042034468263976464,0,0,0,0.0,0
0,139877,5,10,1,7,0.0,0.042034468263976464,0,0,0,0.0,0
0,41715,5,9,5,6,0.0,0.042034468263976464,0,0,0,0.0,0
0,35898,5,10,6,6,0.0,0.042034468263976464,0,0,0,0.0,0
0,166854,5,10,7,18,0.0,0.042034468263976464,0,0,0,0.0,0
0,28921,5,10,7,3,0.0,0.042034468263976464,0,0,0,0.0,0
0,153778,5,10,6,4,0.0,0.042034468263976464,0,0,0,0.0,0
0,86133,5,9,6,3,0.0,0.042034468263976464,0,0,0,0.0,0
0,349868,5,10,4,13,0.0,0.042034468263976464,0,0,0,0.0,0
0,286957,5,10,3,3,0.0,0.042034468263976464,0,0,0,0.0,0
0,291362,5,10,3,5,0.0,0.042034468263976464,0,0,0,0.0,0
0,188793,5,10,5,22,0.0,0.042034468263976464,0,0,0,0.0,0
0,326434,5,10,4,10,0.0,0.042034468263976464,0,0,0,0.0,0
0,101915,5,10,7,10,0.0,0.042034468263976464,0,0,0,0.0,0
0,379551,5,10,3,2,0.0,0.042034468263976464,0,1,1,0.0,1
0,373853,5,10,2,8,0.0,0.042034468263976464,0,0,0,0.0,0
0,182241,5,9,7,17,0.0,0.042034468263976464,0,0,0,0.0,0
0,248122,5,10,4,18,0.0,0.042034468263976464,0,0,0,0.0,0
0,63726,5,10,6,19,0.0,0.042034468263976464,0,0,0,0.0,0
0,42266,5,12,6,8,0.0,0.042034468263976464,0,0,0,0.0,0
0,53885,5,10,8,3,0.0,0.042034468263976464,0,0,0,0.0,0
0,9304,5,12,4,10,0.0,0.042034468263976464,0,0,0,0.0,0
0,4272,5,10,6,3,0.0,0.042034468263976464,0,0,0,0.0,0
