start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct,lru_hits,lru_miss,lru_lookups,lru_hit_rate,is_lru_blind
0,edge_0_6,10,0,0,-1,0.0,0.2426595486532395,4,3,7,0.5714285714285714,0
0,edge_0_5,10,0,0,-1,0.0,0.2426595486532395,2,3,5,0.4,0
0,120537,9,18,4,5,0.0,0.21839359378791556,0,0,0,0.0,0
0,229878,9,17,9,4,0.0,0.21839359378791556,0,0,0,0.0,0
0,176340,9,18,5,3,0.0,0.21839359378791556,0,0,0,0.0,0
0,edge_120537_259173,9,0,0,-1,0.0,0.21839359378791556,0,0,0,0.0,0
0,edge_312540_314578,9,0,0,-1,0.0,0.21839359378791556,0,0,0,0.0,0
0,251935,8,15,5,8,0.0,0.1941276389225916,0,0,0,0.0,0
0,1035,8,16,10,2,0.0,0.1941276389225916,2,2,4,0.5,0
0,393093,8,14,7,2,0.0,0.1941276389225916,1,2,3,0.3333333333333333,0
0,13806,8,15,8,5,0.0,0.1941276389225916,0,0,0,0.0,0
0,35572,8,16,6,7,0.0,0.1941276389225916,0,0,0,0.0,0
0,46,7,14,11,2,0.0,0.16986168405726765,0,3,3,0.0,1
0,319902,7,14,4,4,0.0,0.16986168405726765,0,0,0,0.0,0
0,155581,7,14,9,7,0.0,0.16986168405726765,0,0,0,0.0,0
0,108,7,14,12,2,0.0,0.16986168405726765,0,1,1,0.0,1
0,30433,7,14,10,3,0.0,0.16986168405726765,0,0,0,0.0,0
0,26579,7,14,6,6,0.0,0.16986168405726765,0,0,0,0.0,0
0,26580,7,12,6,5,0.0,0.16986168405726765,0,0,0,0.0,0
0,30180,7,14,7,5,0.0,0.16986168405726765,0,0,0,0.0,0
0,172794,7,14,6,7,0.0,0.16986168405726765,0,0,0,0.0,0
0,54,7,13,13,2,0.0,0.16986168405726765,1,2,3,0.3333333333333333,0
0,363883,7,14,6,2,0.0,0.16986168405726765,0,1,1,0.0,1
0,306678,7,12,6,6,0.0,0.16986168405726765,0,0,0,0.0,0
0,156348,7,14,5,7,0.0,0.16986168405726765,0,0,0,0.0,0
0,222856,7,13,9,3,0.0,0.16986168405726765,0,1,1,0.0,1
0,299783,7,14,6,15,0.0,0.16986168405726765,0,0,0,0.0,0
0,301516,7,14,7,16,0.0,0.16986168405726765,0,0,0,0.0,0
0,edge_1_2,7,0,0,-1,0.0,0.16986168405726765,1,2,3,0.3333333333333333,0
0,edge_369684_392938,7,0,0,-1,0.0,0.16986168405726765,0,3,3,0.0,1
0,314526,6,12,7,4,0.0,0.1455957291919437,0,0,0,0.0,0
0,12516,6,12,6,3,0.0,0.1455957291919437,0,0,0,0.0,0
0,259173,6,12,2,6,0.0,0.1455957291919437,0,0,0,0.0,0
0,155587,6,11,8,8,0.0,0.1455957291919437,0,0,0,0.0,0
0,155586,6,12,7,8,0.0,0.1455957291919437,0,0,0,0.0,0
0,155583,6,12,6,7,0.0,0.1455957291919437,0,0,0,0.0,0
0,267805,6,11,7,4,0.0,0.1455957291919437,0,1,1,0.0,1
0,312540,6,12,4,9,0.0,0.1455957291919437,0,0,0,0.0,0
0,314578,6,12,1,10,0.0,0.1455957291919437,0,0,0,0.0,0
0,168784,6,12,6,12,0.0,0.1455957291919437,0,0,0,0.0,0
0,6609,6,9,5,5,0.0,0.1455957291919437,0,0,0,0.0,0
0,344838,6,12,5,9,0.0,0.1455957291919437,0,0,0,0.0,0
0,150431,6,11,5,17,0.0,0.1455957291919437,0,0,0,0.0,0
0,168277,6,12,6,3,0.0,0.1455957291919437,0,0,0,0.0,0
0,30756,6,12,8,4,0.0,0.1455957291919437,0,0,0,0.0,0
0,7609,6,14,9,5,0.0,0.1455957291919437,0,0,0,0.0,0
0,26577,6,12,7,5,0.0,0.1455957291919437,0,0,0,0.0,0
0,28818,6,12,6,6,0.0,0.1455957291919437,0,0,0,0.0,0
0,11404,6,11,9,5,0.0,0.1455957291919437,0,0,0,0.0,0
0,561,6,13,5,8,0.0,0.1455957291919437,0,0,0,0.0,0
0,61,6,12,7,5,0.0,0.1455957291919437,0,0,0,0.0,0
0,6610,6,12,7,9,0.0,0.1455957291919437,0,1,1,0.0,1
0,37163,6,12,6,14,0.0,0.1455957291919437,0,0,0,0.0,0
0,62791,6,12,5,7,0.0,0.1455957291919437,0,0,0,0.0,0
0,106257,6,12,6,6,0.0,0.1455957291919437,0,0,0,0.0,0
0,322688,6,12,5,3,0.0,0.1455957291919437,0,1,1,0.0,1
0,67029,6,12,7,3,0.0,0.1455957291919437,0,1,1,0.0,1
0,311769,6,12,4,6,0.0,0.1455957291919437,0,0,0,0.0,0
0,161183,6,12,3,14,0.0,0.1455957291919437,0,0,0,0.0,0
0,301515,6,12,8,16,0.0,0.1455957291919437,0,0,0,0.0,0
0,edge_399156_401146,6,0,0,-1,0.0,0.1455957291919437,0,0,0,0.0,0
0,391479,6,6,5,2,0.0,0.1455957291919437,0,0,0,0.0,0
0,319901,5,9,5,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,126080,5,10,9,8,0.0,0.12132977432661975,0,0,0,0.0,0
0,235,5,10,6,2,0.0,0.12132977432661975,0,1,1,0.0,1
0,5291,5,10,6,3,0.0,0.12132977432661975,0,1,1,0.0,1
0,1916,5,10,6,6,0.0,0.12132977432661975,0,0,0,0.0,0
0,41,5,10,6,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,118,5,10,12,2,0.0,0.12132977432661975,0,1,1,0.0,1
0,304,5,8,6,5,0.0,0.12132977432661975,0,1,1,0.0,1
0,312498,5,10,4,10,0.0,0.12132977432661975,0,0,0,0.0,0
0,30758,5,9,5,6,0.0,0.12132977432661975,0,0,0,0.0,0
0,28820,5,10,6,6,0.0,0.12132977432661975,0,0,0,0.0,0
0,26578,5,10,6,6,0.0,0.12132977432661975,0,0,0,0.0,0
0,1058,5,10,6,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,289183,5,10,5,2,0.0,0.12132977432661975,0,0,0,0.0,0
0,289184,5,9,5,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,398148,5,10,5,7,0.0,0.12132977432661975,0,0,0,0.0,0
0,105668,5,10,3,9,0.0,0.12132977432661975,0,0,0,0.0,0
0,155356,5,10,4,3,0.0,0.12132977432661975,0,0,0,0.0,0
0,16304,5,10,5,5,0.0,0.12132977432661975,0,1,1,0.0,1
0,249692,5,10,6,5,0.0,0.12132977432661975,0,0,0,0.0,0
0,191679,5,10,5,3,0.0,0.12132977432661975,0,0,0,0.0,0
0,395211,5,10,5,3,0.0,0.12132977432661975,0,0,0,0.0,0
0,393750,5,10,5,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,163764,5,10,6,5,0.0,0.12132977432661975,0,0,0,0.0,0
0,4351,5,10,6,5,0.0,0.12132977432661975,0,0,0,0.0,0
0,301517,5,10,5,16,0.0,0.12132977432661975,0,0,0,0.0,0
0,387406,5,10,4,4,0.0,0.12132977432661975,0,0,0,0.0,0
0,224780,5,10,6,3,0.0,0.12132977432661975,0,1,1,0.0,1
0,edge_5287_5291,5,0,0,-1,0.0,0.12132977432661975,0,1,1,0.0,1
0,edge_3_4,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,edge_155588_276746,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,edge_5287_392938,5,0,0,-1,0.0,0.12132977432661975,0,1,1,0.0,1
0,edge_3_235,5,0,0,-1,0.0,0.12132977432661975,0,1,1,0.0,1
0,edge_251935_282179,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,edge_36047_68840,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,edge_176340_271708,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,edge_109_369684,5,0,0,-1,0.0,0.12132977432661975,0,0,0,0.0,0
0,35745,5,5,7,6,0.0,0.12132977432661975,0,0,0,0.0,0
0,319903,4,8,5,4,0.0,0.0970638194612958,0,0,0,0.0,0
0,8,4,4,6,1,0.0,0.0970638194612958,0,1,1,0.0,1
0,44,4,8,9,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,58,4,7,6,2,0.0,0.0970638194612958,0,0,0,0.0,0
0,88497,4,8,6,4,0.0,0.0970638194612958,0,0,0,0.0,0
0,275922,4,8,4,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,256394,4,8,6,6,0.0,0.0970638194612958,0,0,0,0.0,0
0,155585,4,8,6,7,0.0,0.0970638194612958,0,0,0,0.0,0
0,283487,4,8,4,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,84143,4,8,4,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,178633,4,8,2,9,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_6607_6609,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,83911,4,8,4,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,5289,4,8,7,3,0.0,0.0970638194612958,0,1,1,0.0,1
0,7193,4,8,4,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,52336,4,8,4,2,0.0,0.0970638194612958,0,0,0,0.0,0
0,385378,4,8,4,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,282179,4,8,4,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,306750,4,8,3,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,276,4,8,5,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,15418,4,8,5,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,68840,4,8,1,10,0.0,0.0970638194612958,0,0,0,0.0,0
0,340581,4,8,4,6,0.0,0.0970638194612958,0,0,0,0.0,0
0,1532,4,8,4,2,0.0,0.0970638194612958,0,0,0,0.0,0
0,27925,4,8,5,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,333954,4,7,5,11,0.0,0.0970638194612958,0,0,0,0.0,0
0,109,4,8,9,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,255648,4,8,5,3,0.0,0.0970638194612958,0,1,1,0.0,1
0,166,4,7,5,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,12463,4,7,7,4,0.0,0.0970638194612958,1,1,2,0.5,0
0,7618,4,8,5,6,0.0,0.0970638194612958,0,0,0,0.0,0
0,16264,4,8,4,7,0.0,0.0970638194612958,0,0,0,0.0,0
0,16263,4,8,7,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,192496,4,8,5,6,0.0,0.0970638194612958,0,0,0,0.0,0
0,46370,4,8,5,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,172795,4,8,4,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,234,4,6,4,3,0.0,0.0970638194612958,2,1,3,0.6666666666666666,0
0,391888,4,8,4,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,15002,4,8,5,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,3960,4,8,5,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,59856,4,8,5,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,74522,4,8,4,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,246693,4,6,3,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,278451,4,8,2,6,0.0,0.0970638194612958,0,1,1,0.0,1
0,119532,4,8,2,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,345650,4,8,5,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,388066,4,7,6,3,0.0,0.0970638194612958,0,0,0,0.0,0
0,9777,4,8,5,4,0.0,0.0970638194612958,0,0,0,0.0,0
0,376227,4,8,4,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,21378,4,8,4,2,0.0,0.0970638194612958,0,1,1,0.0,1
0,242603,4,8,5,4,0.0,0.0970638194612958,0,0,0,0.0,0
0,10350,4,8,5,7,0.0,0.0970638194612958,0,0,0,0.0,0
0,238376,4,8,6,6,0.0,0.0970638194612958,0,0,0,0.0,0
0,19314,4,8,5,8,0.0,0.0970638194612958,0,0,0,0.0,0
0,158651,4,8,4,5,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_314525_319902,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_155581_155588,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_155586_216908,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_155588_216908,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_84143_178633,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_306750_344838,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_168277_176340,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_393092_393093,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_26576_26577,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_26577_26578,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_26578_26579,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_560_561,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_12469_399156,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_105668_132782,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_119529_119532,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,edge_161183_299783,4,0,0,-1,0.0,0.0970638194612958,0,0,0,0.0,0
0,1034,3,5,4,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,246985,3,6,3,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,1917,3,6,6,2,0.0,0.07279786459597185,2,3,5,0.4,0
0,5290,3,6,4,3,0.0,0.07279786459597185,1,1,2,0.5,0
0,84399,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,377876,3,6,5,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_0_8,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,95822,3,6,4,3,0.0,0.07279786459597185,0,1,1,0.0,1
0,113531,3,6,4,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,268843,3,6,3,3,0.0,0.07279786459597185,0,1,1,0.0,1
0,15913,3,6,4,9,0.0,0.07279786459597185,0,0,0,0.0,0
0,276746,3,6,1,9,0.0,0.07279786459597185,0,0,0,0.0,0
0,155580,3,6,8,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,336867,3,6,4,3,0.0,0.07279786459597185,0,2,2,0.0,1
0,276603,3,6,3,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,298077,3,6,3,3,0.0,0.07279786459597185,0,0,0,0.0,0
0,41175,3,6,5,12,0.0,0.07279786459597185,0,0,0,0.0,0
0,79185,3,6,5,13,0.0,0.07279786459597185,0,0,0,0.0,0
0,6607,3,5,3,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,251712,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,34,3,5,7,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,358967,3,6,3,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,206937,3,6,4,3,0.0,0.07279786459597185,0,0,0,0.0,0
0,96138,3,6,3,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,15416,3,5,4,10,0.0,0.07279786459597185,0,0,0,0.0,0
0,1983,3,6,5,14,0.0,0.07279786459597185,0,0,0,0.0,0
0,20076,3,6,2,16,0.0,0.07279786459597185,0,0,0,0.0,0
0,176341,3,6,5,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,271708,3,6,4,3,0.0,0.07279786459597185,0,0,0,0.0,0
0,280064,3,6,3,11,0.0,0.07279786459597185,0,0,0,0.0,0
0,50,3,6,6,3,0.0,0.07279786459597185,0,1,1,0.0,1
0,288961,3,6,2,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,360590,3,6,4,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,84590,3,6,4,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,52496,3,6,4,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,267103,3,6,4,12,0.0,0.07279786459597185,0,0,0,0.0,0
0,234837,3,5,4,3,0.0,0.07279786459597185,1,3,4,0.25,0
0,164441,3,6,3,3,0.0,0.07279786459597185,1,3,4,0.25,0
0,393092,3,6,2,3,0.0,0.07279786459597185,0,0,0,0.0,0
0,26576,3,6,3,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_13806_26580,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,400,3,6,4,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,741,3,6,3,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,5164,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,2197,3,6,4,3,0.0,0.07279786459597185,0,0,0,0.0,0
0,1056,3,6,5,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,371143,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,285259,3,6,3,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,235606,3,6,3,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,16267,3,6,3,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,401146,3,6,1,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,1784,3,3,4,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,400395,3,6,4,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,398147,3,6,3,8,0.0,0.07279786459597185,0,0,0,0.0,0
0,401168,3,6,4,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,207587,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,2340,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,380770,3,6,4,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,14047,3,6,4,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,105667,3,6,3,10,0.0,0.07279786459597185,0,0,0,0.0,0
0,334462,3,6,3,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,39647,3,6,3,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,143196,3,6,3,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,39640,3,6,4,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,235042,3,6,3,10,0.0,0.07279786459597185,0,0,0,0.0,0
0,255557,3,6,3,3,0.0,0.07279786459597185,0,1,1,0.0,1
0,6686,3,6,5,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,345651,3,6,3,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,345652,3,5,5,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,378620,3,6,3,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,398379,3,6,3,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,371122,3,6,4,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,255556,3,6,3,2,0.0,0.07279786459597185,0,1,1,0.0,1
0,98797,3,4,4,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,201540,3,6,3,2,0.0,0.07279786459597185,0,0,0,0.0,0
0,116137,3,6,5,7,0.0,0.07279786459597185,0,0,0,0.0,0
0,19312,3,6,4,6,0.0,0.07279786459597185,0,0,0,0.0,0
0,25538,3,6,4,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,156133,3,6,4,4,0.0,0.07279786459597185,0,0,0,0.0,0
0,35567,3,6,5,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_314525_319905,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_319901_319902,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_314525_319900,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_1917_369684,3,0,0,-1,0.0,0.07279786459597185,0,2,2,0.0,1
0,edge_5287_5290,3,0,0,-1,0.0,0.07279786459597185,1,1,2,0.5,0
0,edge_174437_209836,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_120537_120538,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_2_6,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_49772_275922,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_155582_256394,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_155582_216908,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_155582_283487,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_155585_155588,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_1_3,3,0,0,-1,0.0,0.07279786459597185,0,2,2,0.0,1
0,edge_3_34,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_251935_251936,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_20076_150431,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_340580_340581,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_10_1035,3,0,0,-1,0.0,0.07279786459597185,2,2,4,0.5,0
0,edge_164441_234837,3,0,0,-1,0.0,0.07279786459597185,2,3,5,0.4,0
0,edge_13806_28818,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_26580_30180,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_26578_30180,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_1058_2494,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_61_2494,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_35159_158178,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_280890_289183,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_235606_285259,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_399156_401145,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_1846_13617,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_172794_172795,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_5_300,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_2_54,3,0,0,-1,0.0,0.07279786459597185,1,2,3,0.3333333333333333,0
0,edge_9_255556,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_9_59856,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_52336_59857,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_62791_246693,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_235041_235042,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_9_1052,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_278452_288934,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_278451_278452,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_67029_255556,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_67029_255557,3,0,0,-1,0.0,0.07279786459597185,0,1,1,0.0,1
0,edge_191679_191681,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_311769_345650,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,388067,3,3,4,5,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_376227_393750,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_290535_350794,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_244858_290535,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_299783_301517,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,340649,3,3,3,17,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_387406_392229,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
0,edge_35570_35572,3,0,0,-1,0.0,0.07279786459597185,0,0,0,0.0,0
2,2,383,340,6,0,0.42036553524804177,15.090622537431049,99,1,100,0.99,0
2,4,83,90,58,1,0.3132530120481928,3.2702915681639086,11,1,12,0.9166666666666666,0
2,54,79,90,35,1,0.43037974683544306,3.1126871552403466,18,1,19,0.9473684210526315,0
2,edge_1_2,58,0,0,-1,0.0,2.285263987391647,28,1,29,0.9655172413793104,0
2,edge_2_6,46,0,0,-1,0.3695652173913043,1.8124507486209613,13,1,14,0.9285714285714286,0
2,edge_2_54,42,0,0,-1,0.0,1.6548463356973995,17,1,18,0.9444444444444444,0
2,193921,41,15,5,8,0.6341463414634146,1.615445232466509,0,0,0,0.0,0
